,store,sido,gungu,address
0,송악점,충청남도,당진시,충청남도 당진시 송악읍 송악로 699
1,중산점,울산광역시,북구,"울산광역시 북구 중산로 7, 지상1층 (중산동)"
2,중산점,울산광역시,북구,울산광역시 북구 중산로7
3,청천점,충청북도,괴산군,충청북도 괴산군 청천면 청천2길 5
4,상도터미널점,경상북도,포항시,경상북도 포항시 남구 중흥로100번길 10
5,교대점,부산광역시,연제구,부산광역시 연제구 중앙대로 1235번길 10(거제동)
6,포천계곡점,경상북도,성주군,경상북도 성주군 가천면 포천계곡로 393
7,노형점,제주특별자치도,제주시,제주특별자치도 제주시 월랑북길10
8,광명역점,경기도,광명시,경기도 광명시 일직로12번길 19
9,중계본동점,서울특별시,노원구,서울특별시 노원구 중계로14길 29 (중계동)
10,북아현점,서울특별시,서대문구,서울특별시 서대문구 경기대로9길 81 (충정로 3가)
11,홍제점,서울특별시,서대문구,서울특별시 서대문구 통일로39가길 57
12,안암점,서울특별시,성북구,서울특별시 성북구 고려대로13길 43
13,상계점,서울특별시,노원구,서울특별시 노원구 상계로23다길 5
14,증산점,경남,양산시,경남 양산시 물금읍 새실2길 13
15,매천점,대구광역시,북구,대구광역시 북구 매천로17길 7
16,옥산점,경상북도,경산시,경상북도 경산시 성암로 7길 8 A동  105호
17,이동점,경상북도,포항시,"경상북도 포항시 남구 대이로 145, 102호"
18,해도점,경상북도,포항시,경상북도 포항시 남구 해동로 16-1
19,공성점,경상북도,상주시,경상북도 상주시 공성면 산현1길 34-3
20,당북점,경상북도,안동시,경상북도 안동시 배움길 52 1층
21,월포점,경상북도,포항시,경상북도 포항시 북구 청하면 해안로 2308번길 67
22,유천오류점,대전광역시,중구,대전광역시 중구 계백로 1603번길 28-6 1층(유천동)
23,운양점,경기도,김포시,경기도 김포시 김포한강11로 38
24,교동점,경남,양산시,경남 양산시 교동 245-2  협성강변타운 제상가 104동 101호
25,송도점,부산광역시,서구,"부산광역시 서구 충무대로 34, 상가동 2층 2-2호"
26,망우점,서울특별시,중랑구,서울특별시 중랑구 용마산로109길 24 (망우동)
27,장안점,서울특별시,동대문구,서울특별시 동대문구 답십리로68길 67
28,당왕점,경기도,안성시,경기도 안성시 고수2로 70
29,새솔점,경기도,화성시,경기도 화성시 수노을2로 36
30,대림동산점,경기도,안성시,경기도 안성시 공도읍 대림동산길55
31,강일점,서울특별시,강동구,서울특별시 강동구 강일동 676-1
32,삼학점,전남,목포시,"전남 목포시 둥근섬로 54번길 14, 1층(산정동)"
33,명지오션시티점,부산광역시,강서구,"부산광역시 강서구 명지오션시티10로 114,"
34,서대신점,부산광역시,서구,부산광역시 서구 대영로38번길 11(서대신동1가)
35,김량장점,경기도,용인시,경기도 용인시 처인구 김량장동 295-1
36,내외점,경상남도,김해시,경상남도 김해시 우암로 109-1 (내동)
37,내손갈뫼점,경기도,의왕시,경기도 의왕시 내손동 741-1
38,고림점,경기도,용인시,경기도 용인시 처인구 고림동 1005
39,정관방곡점,부산광역시,기장군,"부산광역시 기장군 정관읍 방곡3로 18-1 , 1층"
40,수원정자점,경기도,수원시,경기도 수원시 장안구 정자동 874-1
41,등촌역점,서울특별시,양천구,서울특별시 양천구 목동 960
42,포승점,경기도,평택시,경기도 평택시 포승읍 여술로74
43,인천논현2점,인천광역시,남동구,인천광역시 남동구 논현동 593-8
44,역북점,경기도,용인시,경기도 용인시 처인구 명지로 40번길 9
45,충무로점,서울특별시,중구,서울특별시 중구 퇴계로 179-1
46,신촌점,서울특별시,서대문구,서울특별시 서대문구 성산로22길36
47,창우점,경기도,하남시,경기도 하남시 대청로119-1
48,미사1점,경기도,하남시,경기도 하남시 미사강변중앙로173
49,여주터미널점,경기도,여주시,경기도 여주시 세종로79번길 23-3
50,신성자운점,대전,유성구,"대전 유성구 신성로77, 1층 (신성동)"
51,횡성점,강원도,횡성군,강원도 횡성군 횡성읍 읍마북로 13
52,영월점,강원도,영월군,강원도 영월군 영월읍 은행나무5길 41
53,송지호점,강원도,고성군,강원도 고성군 오호길 18
54,봉평점,강원도,평창군,강원도 평창군 봉평면 기풍로 162
55,반곡혁신점,강원도,원주시,강원도 원주시 양지로 160-2(반곡동)
56,문막점,강원도,원주시,강원도 원주시 문막읍 문막시장 1길 35
57,케이준 철산한신점,경기도,광명시,경기도 광명시 철망산로 87
58,케이준 월피점,경기도,안산시,경기도 안산시 상록구 광덕산안길 20
59,케이준 원곡점,경기도,안산시,경기도 안산시 단원구 지곡로1안길 12
60,케이준 오포점,경기도,광주시,경기도 광주시 오포읍 양벌로 315
61,케이준 소하점,경기도,광명시,경기도 광명시 성채안로 26
62,케이준 부천상동점,경기도,부천시,경기도 부천시 상동 559-3
63,케이준 부림점,경기도,안양시,경기도 안양시 동안구 부림로 171
64,케이준 본오점,경기도,안산시,경기도 안산시 상록구 본오동 827-8
65,케이준 동백점,경기도,용인시,경기도 용인시 기흥구 언동로217번길 7
66,초월점,경기도,광주시,경기도 광주시 초월읍 대쌍령리 191-6
67,오천점,경기도,이천시,경기도 이천시 마장면 오천리 297-5
68,안산사동점,경기도,안산시,경기도 안산시 상록구 사동 1397-1
69,연산로터리점,부산광역시,연제구,부산광역시 연제구 월드컵대로 109 1층(연산동)
70,약대점,경기도,부천시,경기도 부천시 약대동 216-1
71,삼정점,경상남도,김해시,"경상남도 김해시 활천로 36번길 46, 1층(삼정동)"
72,역곡점,경기도,부천시,경기도 부천시 안곡로 279번길 42
73,반월점,경기도,안산시,경기도 안산시 상록구 창말1길 21
74,운서점,인천광역시,중구,인천광역시 중구 신도시남로 66
75,월곡점,서울특별시,성북구,서울특별시 성북구 오패산로46
76,왕십리점,서울특별시,성동구,서울특별시 성동구 마장로23길 7
77,이문점,서울특별시,동대문구,서울특별시 동대문구 신이문로23길 23
78,독산2점,서울특별시,금천구,서울특별시 금천구 시흥대로 90길 32-8
79,도안가수원점,대전광역시,서구,대전광역시 서구 가수원동 913
80,두호점,경상북도,포항시,경상북도 포항시 북구 새천년대로1076번길 21 효암빌딩1층
81,숭의점,인천광역시,미추홀구,인천광역시 미추홀구 장천로 80
82,오태북삼점,경상북도,구미시,"경상북도 구미시 금오대로14길 32, 102호"
83,인천갈산점,인천광역시,부평구,인천광역시 부평구 주부토로 172번길 34 (갈산동)
84,구산점,경상남도,김해시,경상남도 김해시 가락로 315(구산동)
85,삼천점,전북,전주시,"전북 전주시 완산구 삼천천변1길 17, 101호(삼천동1가)"
86,갈현점,서울특별시,은평구,서울특별시 은평구 갈현로 288 (갈현동)
87,효창점,서울특별시,용산구,서울특별시 용산구 백범로77길 14 (원효로 1가)
88,구의자양점,서울특별시,광진구,서울특별시 광진구 아차산로57길 33 (구의동)
89,율전점,경기도,수원시,경기도 수원시 장안구 율전동 360-9
90,송도2점,인천광역시,연수구,인천광역시 연수구 송도문화로 28번길 28 (송도동)
91,남원점,전북,남원시,"전북 남원시 용성로 207,상가동1층 114호(도통동)"
92,센텀점,부산광역시,해운대구,"부산광역시 해운대구 센텀중앙로 145, 상가3동 1층 103호(재송동,더샵센텀파크1차아파트)"
93,남외점,울산광역시,중구,"울산광역시 중구 구교로 260, 지상1층(남외동)"
94,대현점,대구광역시,북구,대구광역시 북구 대현로 118
95,울산대점,울산광역시,남구,"울산광역시 남구 대학로 94번길 6, 1층(무거동)"
96,수암점,울산광역시,남구,울산광역시 남구 중앙로 38(야음동)
97,상록점,경기도,안산시,경기도 안산시 상록구 서암로4길 20-1 (사동)
98,죽전점,경기도,용인시,경기도 용인시 수지구 현암로76
99,괴정샘터점,부산광역시,사하구,"부산광역시 사하구 낙동대로 233번길 59, 1층(괴정동)"
100,월성점,대구광역시,달서구,대구광역시 달서구 월성동 84-5 월성주공1단지 나동 103호
101,고잔점,경기도,안산시,경기도 안산시 단원구 고잔동 69 6-3
102,고령덕곡점,경북,고령군,경북 고령군 덕곡면 덕운로 586
103,고성점,대구광역시,북구,대구광역시 북구 고성북로3 101동 1층 4호
104,복현점,대구광역시,북구,대구광역시 북구 복현2동 134-2
105,수안점,부산광역시,동래구,"부산광역시 동래구 충렬대로218번길 26, 비동 1층(수안동)"
106,오전점,경기도,의왕시,"경기도 의왕시 등칙골4길 14, 1층 103호(오전동)"
107,남항점,부산광역시,영도구,"부산광역시 영도구 남항로19번길 38, 1층(남항동1가)"
108,화정점,울산광역시,동구,울산광역시 동구 대송8길 31(화정동)
109,청북점,경기도,평택시,경기도 평택시 청북읍 안청로4길 42
110,오산운암점,경기도,오산시,경기도 오산시 원동로6 (원동)
111,팔판점,경상남도,김해시,"경상남도 김해시 계동로23번길 5, 1층 111호(관동동, 대우프라자)"
112,망양점,울산광역시,울주군,울산광역시 울주군 온양읍 덕망로 270
113,우정점,울산광역시,중구,울산광역시 중구 우암길 1(우정동)
114,와동점,경기도,안산시,경기도 안산시 단원구 화정천동로 2안길 28
115,성안점,울산광역시,중구,"울산광역시 중구 함월16길 13-1, 1층 (성안동)"
116,선암점,울산광역시,남구,"울산광역시 남구 두왕로 174번길 35-1, 1층(선암동)"
117,대화점,경기,고양시,"경기 고양시 일산서구 강성로 271 (대화동,대화씨티빌 101호)"
118,갈매점,경기도,구리시,"경기도 구리시 갈애순환로 198, 1층 101호(갈매동, 비젼프라자)"
119,신주례점,부산광역시,사상구,부산광역시 사상구 백양대로 502(주례동)
120,서창2점,인천광역시,남동구,인천광역시 남동구 서창동 707-3
121,신안평거점,경남,진주시,"경남 진주시 신평공원길 25번길 8-4,1층"
122,봉곡사림점,경남,창원시,"경남 창원시 의창구 봉곡로 50,1층(봉곡동)"
123,석동점,경남,창원시,"경남 창원시 진해구 진해대로 886번길 20,1층(석동)"
124,옥정1호점,경기도,양주시,경기도 양주시 옥정동로 173 레이크프라자 107호
125,인천장기점,인천광역시,계양구,인천광역시 계양구 장기로 29 (장기동)
126,구로점,서울특별시,구로구,서울특별시 구로구 구로동로 213
127,헬리오시티점,서울특별시,송파구,서울특별시 송파구 가락로 16길 2-26 (석촌동)
128,남동탄점,경기도,화성시,경기도 화성시 동탄대로4길95 (장지동)
129,구서점,부산광역시,금정구,"부산광역시 금정구 금강로 563, 1층(구서동)"
130,국제신도시점,부산광역시,강서구,"부산광역시 강서구 명지국제5로 14, 1층 101호(명지동, 서진빌딩)"
131,평창점,강원도,평창군,강원도 평창군 평창읍 백오1길 33
132,여주교동점,경기도,여주시,경기도 여주시 세종로 254-16 (교동)
133,도원점,대구광역시,달서구,대구광역시 달서구 도원남로56 산새마을 분산상가 1층 103호
134,좌동상록점,부산광역시,해운대구,"부산광역시 해운대구 세실로 7, 104호(좌동, 해운대상록아파트상가)"
135,구남역점,부산광역시,북구,부산광역시 북구 백양대로 1015번길 15(구포동)
136,이천점,경기도,이천시,경기도 이천시 관고동 12-4
137,부곡점,부산광역시,금정구,부산광역시 금정구 동현로 23(부곡동)
138,석산점,경상남도,양산시,경상남도 양산시 동면 금오7길 24
139,문현1동점,부산광역시,남구,"부산광역시 남구 고동골로 66, 1층(문현동)"
140,양정1호점,부산광역시,부산진구,부산광역시 부산진구 양지로 5번길 20(양정동)
141,통진점,경기도,김포시,경기도 김포시 통진읍 서암로6번길 5-21
142,상동점,경남,거제시,경남 거제시 거제중앙로3길 14-2(상동동)
143,반송2호점,부산광역시,해운대구,"부산광역시 해운대구 아랫반송로 51, 1층(반송동)"
144,소사벌점,경기도,평택시,경기도 평택시 비전동 1053
145,동탄중앙점,경기도,화성시,경기도 화성시 동탄산척로 2나길 6-7 (산척동)
146,항구영일대점,경상북도,포항시,경상북도 포항시 북구 아호로 3
147,반야월점,대구광역시,동구,대구광역시 동구 안심로41길 47
148,테크노폴리스점,대구광역시,달성군,대구광역시 달성군 유가읍 테크노중앙대로 326-35
149,비전점,경기도,평택시,경기도 평택시 중앙로235 (비전동)
150,능곡점,경기도,시흥시,경기도 시흥시 능곡중앙로77
151,비산점,경기도,안양시,경기도 안양시 동안구 평촌대로408 (비산동)
152,부곡점,경기도,의왕시,경기도 의왕시 삼동 150-16
153,홍성점,충남,홍성군,충남 홍성군 홍성읍 충절로1053번길 41
154,율량사천점,충북,청주시,충북 청주시 청원구 율량로190번길19
155,증평점,충북,증평군,충북 증평군 증평읍 문화로83
156,송강테크로점,대전시,유성구,대전시 유성구 구즉로48번길10
157,몰운대롯데캐슬점,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 100, 101호(다대동,롯데캐슬몰운대아파트부상가)"
158,옥포돌미점,대구시,달성군,대구시 달성군 옥포면 돌미상업로2길 26
159,영양점,경상북도,영양군,경상북도 영양군 영양읍 중앙로 111
160,대합공단점,경남,창녕군,경남 창녕군 대합면 대합산업단지로 119-15
161,배곧점,경기도,시훙시,경기도 시훙시 배곧4로32-27
162,광주점,경기도,광주시,경기도 광주시 송정동111-1
163,신하점,경기도,이천시,경기도 이천시 부발읍 신하리 432-15
164,관양점,경기도,안양시,경기도 안양시 동안구 관양동 1423
165,중동점,경기도,부천시,경기도 부천시 원미구 부흥로 272번길 22
166,조암점,경기도,화성시,경기도 화성시 장안면 기아자동차로 789 103호
167,정왕점,경기도,시흥시,경기도 시흥시 정왕동 1193-14
168,일죽점,경기도,안성시,경기도 안성시 일죽면 송천리 18
169,인계점,경기도,수원시,경기도 수원시 팔달구 인계동 1008-9
170,이천사동점,경기도,이천시,경기도 이천시 대월면 사동리 182-2
171,은행점,경기도,시흥시,"경기도 시흥시 시흥대로 1074번길 28,106호(은행동, 녹원아파트 상가동)"
172,월곶점,경기도,시흥시,경기도 시흥시 월곶동 995
173,안성원곡점,경기도,안성시,경기도 안성시 원곡면 칠곡리 184-8
174,우만점,경기도,수원시,경기도 수원시 팔달구 세지로421번길 37 (우만동)
175,호법점,경기도,이천시,경기도 이천시 호법면 후안리 267-4
176,하안8점,경기도,광명시,경기도 광명시 하안동 260-2 8단지상가 104-2
177,하안12점,경기도,광명시,경기도 광명시 하안동 62-4  1층 3호
178,하안11점,경기도,광명시,경기도 광명시 하안동 30-5  10 단지상가  104
179,포일내손점,경기도,의왕시,경기도 의왕시 내손동652-15
180,포도원,경기도,안양시,경기도 안양시 동안구 호계3동 811 현대홈타운상가 107
181,평촌5점,경기도,안양시,경기도 안양시 동안구 평촌동 898-2 초원아파트상가110
182,태전점,경기도,광주시,경기도 광주시 태전동 688-1
183,철산점,경기도,광명시,경기도 광명시 철산동 240  주공13단지 상가동
184,철산2점,경기도,광명시,"경기도 광명시 연서로2번길 11, 1층 1호(철산동)"
185,천리점,경기도,용인시,경기도 용인시 이동면 천리 56-6
186,중앙대,경기도,안성시,경기도 안성시 대덕면 내리 682-3
187,안양중앙점,경기,안양시,경기 안양시 만안구 삼덕로 80-1 (안양동) 1층
188,안양2점,경기도,안양시,경기도 안양시 만안구 안양동 873-162
189,안성점,경기도,안성시,경기도 안성시 도기 4길 9(도기동)
190,신흥산성점,경기도,성남시,경기도 성남시 수정구 수정남로 305번길11.103호
191,신천리점,경기도,시흥시,경기도 시흥시 호현로49번안길 1(대야동)
192,신갈점,경기도,용인시,경기도 용인시 기흥구 신구로 38 청솔학원
193,송내우성,경기도,부천시,경기도 부천시 소사구 송내동 336-15
194,소사점,경기도,부천시,"경기도 부천시 소사구 소사로202번길 27, 1층(소사본동)"
195,성포점,경기도,안산시,경기도 안산시 상록구 성포동 592-2
196,석수엘지점,경기도,안양시,경기도 안양시 만안구 석수동 415-2 엘지빌리지 상가
197,샘마을점,경기도,안양시,경기도 안양시 동안구 호계동 1116 샘마을상가 1층
198,삼보점,경기도,시흥시,경기도 시흥시 대야동 275 삼보상가 1층 1호
199,산본점,경기도,군포시,경기도 군포시 산본동 1069-3 (1층)
200,북리점,경기도,용인시,경기도 용인시 처인구 남사면 북리 680-13
201,북내점,경기도,여주시,경기도 여주시 북내면 여양2로 274
202,케이준 부곡점,경기도,안산시,경기도 안산시 상록구 성호로 340
203,보정점,경기도,용인시,"경기도 용인시 기흥구 죽현로 8-20 130(보정동,아이원프라자)"
204,범계점,경기도,안양,경기도 안양 동안 비산 1102 관악타운 상가122
205,백암점,경기도,용인시,경기도 용인시 처인구 백암면 백암리 391번지
206,백사점,경기도,이천시,경기도 이천시 백사면 현방리 67-12
207,박달점,경기도,안양시,경기도 안양시 만안구 박달동 149-1
208,미양점,경기도,안성시,경기도 안성시 미양면 보체리 405 상가 501동 101호
209,모현점,경기도,용인시,경기도 용인시 처인구 모현면 일산리112-82
210,만선점,경기도,광주시,경기도 광주시 곤지암읍 만선로 45
211,둔전점,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로 118번길 24-11
212,능평점,경기도,광주시,경기도 광주시 오포읍 수레실길 5
213,금정점,경기도,군포시,경기도 군포시 금정동 79-1 1층
214,군포점,경기도,군포시,경기도 군포시 당동 914-5번지
215,구성점,경기도,용인시,"경기도 용인시 기흥구 구성로 186(언남동, 신일푸른솔아파트단지내 1층"
216,광명2점,경기도,광명시,경기도 광명시 광명동 158-240 1층
217,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 3
218,거모점,경기도,시흥시,경기도 시흥시 군자로504번안길 12(거모동)
219,갈산점,경기도,이천시,경기도 이천시 갈산로 87번길 4(갈산동)
220,가남점,경기도,여주시,경기도 여주시 가남읍 태평중앙1길 8-10
221,한솔새롬점,세종시,누리로28,세종시 누리로28
222,금정산SK점,부산광역시,금정구,"부산광역시 금정구 식물원로 82, 302동 201호(장전동, 금정에스케이뷰)"
223,평촌2점,경기도,안양시,경기도 안양시 동안구 평촌대로127번길 38
224,목감점,경기도,시흥시,경기도 시흥시 목감중앙서로20 시흥목감엘에이치 7단지
225,시화계룡점,경기도,시흥시,"경기도 시흥시 중심상가로 127, 상가동 108호(정왕동)"
226,시화3점,경기도,시흥시,"경기도 시흥시 정왕대로28번길 31 , 110(정왕동)"
227,시화2점,경기도,시흥시,"경기도 시흥시 옥구천서로373번길 43, 104호(정왕동, 주공1단지분산상가)"
228,연지점,부산광역시,부산진구,"부산광역시 부산진구 새싹로 184, 1층 101호(연지동, 연지메디컬센터)"
229,신라대점,부산광역시,사상구,"부산광역시 사상구 백양대로 703, A동(덕포동)"
230,연제점,부산광역시,연제구,부산광역시 연제구 거제천로 183(거제동)
231,정관롯데캐슬점,부산광역시,기장군,"부산광역시 기장군 정관읍 정관3로 52, 상가동 101호(롯데캐슬)"
232,호계2점,경기도,안양시,경기도 안양시 동안구 호계동 912-2
233,향남2점,경기도,화성시,경기도 화성시 향남읍 신광길 19. 102호
234,위례점,경기도,성남시,경기도 성남시 수정구 위례순환로 4길 34(창곡동)
235,신림역점,서울특별시,관악구,"서울특별시 관악구 신림동길 40, 101(신림동)"
236,동삭점,경기도,평택시,"경기도 평택시 동삭로 397 상가동 104,105호"
237,길동점,서울시,강동구,서울시 강동구 길동 99-1
238,괴안점,경기도,부천시,경기도 부천시 소사 괴안동 89-1
239,덕진하가점,전북,전주시,전북 전주시 덕진구 가리내5길 16 103호(덕진동2가)
240,삼안점,경상남도,김해시,경상남도 김해시 삼안로 131번길 8-4(삼방동)
241,북정점,경상남도,양산시,경상남도 양산시 북정로 101(북정동)
242,산하1호점,울산광역시,북구,"울산광역시 북구 화암6길 14, 1층 101호(산하동)"
243,부곡월산점,경상남도,김해시,"경상남도 김해시 월산로 111-67,1 1층 105호(부곡동, 신화프라자)"
244,괘법한신점,부산광역시,사상구,"부산광역시 사상구 광장로 37번길 82, 1층(괘법동,대동래미안)"
245,아주점,경남,거제시,"경남 거제시 아주1로1길 7-2,1층(아주동)"
246,오동동점,경남,창원시,경남 창원시 마산합포구 오동동10길 15(오동동)
247,예산점,충남,예산군,충남 예산군 예산읍 역전로 160번길 16. 1층 107
248,대소점,충북,음성군,충북 음성군 대소면 오태로 75-1
249,대도점,경상북도,포항시,경상북도 포항시 남구 상대로 142
250,진천장관점,충북,진천군,충북 진천군 진천읍 장관2길 139-1
251,삼성2점,대전,동구,대전 동구 현암로 36
252,삼성점,충북,음성군,충북 음성군 삼성면 덕정로62번길 2
253,무극점,충북,음성군,충북 음성군 금왕읍 무극로 234
254,경산남산점,경북,경산시,경북 경산시 남산면 산양길 9
255,계백점,대전시,중구,대전시 중구 문화로90
256,원성점,충남,천안시,충남 천안시 동남구 버들로127
257,가양점,서울,강서,서울 강서 가양 1475 강변아파트상가 203
258,등촌점,서울특별시,강서구,서울특별시 강서구 등촌동 704  주공9단지아파트상가동102호
259,방화점,서울특별시,강서구,"서울특별시 강서구 방화대로33길 17 (방화동,1층)"
260,신길점,서울시,영등포,서울시 영등포 신길 95-62
261,신풍역점,서울특별시,영등포구,"서울특별시 영등포구 신길로 108(신길동,남서울 아파트상가.신길동3591)"
262,신대방,서울시,동작구,서울시 동작구 대방동 409-10
263,암사점,서울,강동구,서울 강동구 암사동 425-197번지
264,풍납점,서울,송파구,서울 송파구 풍납동 392번지
265,송파점,서울,송파구,서울 송파구 송파동 135-18 102호
266,케이준 가락점,서울특별시,송파구,서울특별시 송파구 가락동 82-6번지
267,문정점,서울,송파구,서울 송파구 문정동 29
268,오금점,서울,송파구,서울 송파구 오금동 151-6번지
269,일원점,서울시,강남,서울시 강남 일원 682-7 1층
270,삼전점,서울시,송파,서울시 송파 삼전 167-17
271,신천점,서울시,송파,서울시 송파 잠실 185-9
272,압구정점,서울,강남구,서울 강남구 신사동 653-15번지 2층
273,잠원점,서울,서초구,서울 서초구 잠원동 53번지 현대상사 1층 6호
274,방배점,서울,서초구,서울 서초구 방배동 868-28번지
275,양재점,서울,서초구,서울 서초구 양재동 6-37번지
276,대치점,서울,강남구,서울 강남구 대치동 922-14번지
277,서초점,서울,서초구,서울 서초구 서초동 1342번지
278,역삼점,서울,강남구,서울 강남구 역삼동 782-28번지
279,논현점,서울,강남구,서울 강남구 논현동 192-1번지
280,여의도점,서울시,영등포구,서울시 영등포구 여의도동50 시범상가 
281,대방점,서울,동작구,서울 동작구 대방동 68-35번지
282,장승배기점,서울,동작,서울 동작 상도 373-72번지
283,봉천점,서울,관악구,서울 관악구 봉천동 885-1번지
284,행운점,서울,관악구,서울 관악구 행운동 66-117번지
285,우장산점,서울특별시,강서구,서울특별시 강서구 강서로 46길 51(내발산동)
286,화곡역점,서울특별시,강서구,서울특별시 강서구 화곡동 1062-20 2층
287,신정1점,서울특별시,양천구,"서울특별시 양천구 은행정로 5길 28,1층 102호(신정동)"
288,케이준 신도림점,서울시,구로구,서울시 구로구 신도림동 396 - 140
289,신정7점,서울특별시,양천구,서울특별시 양천구 신정동 203-1
290,당산점,서울,영등포구,서울 영등포구 당산동1가 378번지
291,대림점,서울시,영등포구,서울시 영등포구 대림동 1027-16
292,구로가산점,서울,구로구,서울 구로구 구로동 792-22번지
293,독산점,서울시,금천구,서울시 금천구 독산 179-12
294,시흥점,서울시,금천구,서울시 금천구 시흥동 887-24
295,원종점,경기도,부천시,경기도 부천시 원종동 382-7
296,목동점,서울특별시,양천구,"서울특별시 양천구 목동중앙서로 40 (목동,1층)"
297,사당점,동작구,사당동,동작구 사당동 312-9번지
298,상도점,서울,동작구,서울 동작구 상도1동 360-1번지
299,동방점,서울시,관악,서울시 관악 신림 246-23
300,신림점,서울시,관악구,서울시 관악구 신림동 96-87
301,개봉점,서울특별시,구로구,"서울특별시 구로구 고척로27길 58, 1층(개봉동)"
302,신정점,서울특별시,양천구,"서울특별시 양천구 신정로11길 62, 1층(신정동, 유광빌딩)"
303,화곡1점,서울특별시,강서구,"서울특별시 강서구 가로공원로 233  101(화곡동,뉴파인아파트상가1층)"
304,개봉2점,서울특별시,구로구,서울특별시 구로구 개봉동 357-22
305,한마을점,서울특별시,구로구,서울특별시 구로구 경인로 377-1 (고척동)
306,오류점,서울특별시,구로구,서울특별시 구로구 오류동 27-37
307,가좌점,인천시,서구,인천시 서구 가좌동 142-45
308,신현점,인천시,서구,인천시 서구 신현동 279-5
309,청라점,인천,서구,인천 서구 연희동 763-19
310,하늘도시점,인천광역시,중구,"인천광역시 중구 은하수로 351, 2동 103호 (중산동, 우미린1차상가)"
311,검암점,인천,서구,인천 서구 승학로 313-1
312,온수점,인천,강화군,인천 강화군 강화읍 길상면 온수리 538-10
313,검단점,인천,서구,인천 서구 검단로 487번길 5
314,마전점,인천,서구,인천 서구 완정로 34번길 47
315,만수2점,인천,남동구,"인천 남동구 백범로 206번길 13(만수동 ,1층)"
316,만수1점,인천,남동구,인천 남동구 만수동 932-3
317,만수3점,인천광역시,남동구,인천광역시 남동구 만수6동 1026-1
318,주안4점,인천시,남구,인천시 남구 주안4동 414-32
319,주안점,인천,남구,인천 남구 주안8동 1528-14
320,구월3점,인천시,남동구,인천시 남동구 구월동 1359-20
321,연안점,인천,중구,인천 중구 항동7가 58-4 라이프상가 1-107
322,용현점,인천광역시,남구,인천광역시 남구 용현동 342-2
323,송림3점,인천시,동구,인천시 동구 송림동 60-31
324,송림점,인천,동구,인천 동구 송림2동 55-1
325,송도점,인천시,연수구,인천시 연수구 컨밴시아대로 42번길 12
326,동춘점,인천광역시,연수구,인천광역시 연수구 연수동 610-2
327,인천논현점,인천광역시,남동구,인천광역시 남동구 논고개로 86
328,병방점,인천시,계양구,인천시 계양구 병방동 92-26
329,케이준 계양점,인천시,계양구,인천시 계양구 용종동 214-1
330,계산점,인천시,계양구,인천시 계양구 계수로1
331,효성점,인천시,계양구,인천시 계양구 효성동 192-1 (104호)
332,산곡점,인천시,부평구,인천시 부평구 산곡동 317-116
333,간석점,인천,남동구,인천 남동구 간석동 113-1번지 102호
334,구월점,인천,남동구,인천 남동구 구월동 1248-44
335,영흥점,인천시,웅진,인천시 웅진 영흥 내 6리 1691
336,진두점,인천시,옹진군,인천시 옹진군 영흥면 내리 8-200
337,부개점,인천시,부평구,인천시 부평구 부개동 140-22
338,케이준 삼산점,인천시,부평구,인천시 부평구 삼산동440-1삼산타운 1단지 B상가103호
339,부평점,인천시,부평구,인천시 부평구 부평동 904-16
340,주안2점,인천광역시,남구,인천광역시 남구 주안2동 550-23
341,동수역점,인천시,부평구,인천시 부평구 경인로 887
342,학익점,인천시,남구,인천시 남구 학익동665-3
343,연수점,인천,연수구,인천 연수구 연수동 497-7
344,옥련청학점,인천,연수구,인천 연수구 옥련동 367-7
345,육사점,서울시,노원구,서울시 노원구 공릉동 공릉사서함 77-5
346,수유화계점,서울시,강북구,서울시 강북구 노해로17길 51
347,창5점(쌍용),서울특별시,도봉구,"서울특별시 도봉구 마들로 555, 101동"
348,미아삼거리점,서울,강북구,서울 강북구 월계로 3길 68 2층
349,광희점,서울특별시,중구,"서울특별시 중구 마른내로 163,1층(광희동1가)"
350,연희점,서울특별시,서대문구,서울특별시 서대문구 증가로 34(연희동)
351,보문점,서울시,성북구,서울시 성북구 보문로109
352,정릉점,서울시,성북구,"서울시 성북구 보국문로 75,102"
353,청구점,서울시,중구,"서울시 중구 동호로12길 88(신당동,1층)"
354,서교점,서울시,마포구,서울시 마포구 성미산로17길 84
355,방학점,서울시,도봉구,서울시 도봉구 방학로 200-20
356,북가좌점,서울시,서대문구,서울시 서대문구 북가좌동 347-27
357,경희대점,서울특별시,동대문구,"서울특별시 동대문구 경희대로4길 79, 1층 105호 (이문동)"
358,후암점,서울시,용산구,서울시 용산구 동자동 19-33
359,염리점,서울시,마포구,서울시 마포구 숭문4길 5
360,도화점,서울시,마포구,서울시 마포구 도화1동 25-4
361,이태원점,서울시,용산구,서울시 용산구 이태원동 225-60
362,응봉점,서울시,성동구,서울시 성동구 응봉동 193-118 1층
363,응암점,서울시,은평구,서울시 은평구 응암동 239-18
364,역촌점,서울시,은평구,서울시 은평구 역촌동 34-1
365,우이점,서울시,강북구,서울시 강북구 우이동 72-65
366,수유점,서울시,강북구,서울시 강북구 수유동 310-1
367,번동점,서울특별시,강북구,서울특별시 강북구 번동 411-17
